date,metric,BTC,ETH
2024-08-14,etf_cumulative_net_flow_usd_millions,17052.8,-366.3
2024-08-14,etf_net_flow_usd_millions,-81.4,10.8
2024-08-15,etf_cumulative_net_flow_usd_millions,17050.2,-405.5
2024-08-15,etf_net_flow_usd_millions,-2.6,-39.2
2024-08-16,etf_cumulative_net_flow_usd_millions,17086.1,-420.5
2024-08-16,etf_net_flow_usd_millions,35.9,-15.0
2024-08-17,etf_cumulative_net_flow_usd_millions,17086.1,-420.5
2024-08-17,etf_net_flow_usd_millions,0.0,0.0
2024-08-18,etf_cumulative_net_flow_usd_millions,17086.1,-420.5
2024-08-18,etf_net_flow_usd_millions,0.0,0.0
2024-08-19,etf_cumulative_net_flow_usd_millions,17148.2,-434.0
2024-08-19,etf_net_flow_usd_millions,62.1,-13.5
2024-08-20,etf_cumulative_net_flow_usd_millions,17236.2,-440.5
2024-08-20,etf_net_flow_usd_millions,88.0,-6.5
2024-08-21,etf_cumulative_net_flow_usd_millions,17261.5,-458.5
2024-08-21,etf_net_flow_usd_millions,25.3,-18.0
2024-08-22,etf_cumulative_net_flow_usd_millions,17322.3,-459.3
2024-08-22,etf_net_flow_usd_millions,60.8,-0.8
2024-08-23,etf_cumulative_net_flow_usd_millions,17523.5,-465.0
2024-08-23,etf_net_flow_usd_millions,201.2,-5.7
2024-08-24,etf_cumulative_net_flow_usd_millions,17523.5,-465.0
2024-08-24,etf_net_flow_usd_millions,0.0,0.0
2024-08-25,etf_cumulative_net_flow_usd_millions,17523.5,-465.0
2024-08-25,etf_net_flow_usd_millions,0.0,0.0
2024-08-26,etf_cumulative_net_flow_usd_millions,17726.1,-478.2
2024-08-26,etf_net_flow_usd_millions,202.6,-13.2
2024-08-27,etf_cumulative_net_flow_usd_millions,17599.0,-481.6
2024-08-27,etf_net_flow_usd_millions,-127.1,-3.4
2024-08-28,etf_cumulative_net_flow_usd_millions,17502.5,-475.7
2024-08-28,etf_net_flow_usd_millions,-96.5,5.9
2024-08-29,etf_cumulative_net_flow_usd_millions,17430.7,-477.4
2024-08-29,etf_net_flow_usd_millions,-71.8,-1.7
2024-08-30,etf_cumulative_net_flow_usd_millions,17255.1,-477.4
2024-08-30,etf_net_flow_usd_millions,-175.6,0.0
2024-08-31,etf_cumulative_net_flow_usd_millions,17255.1,-477.4
2024-08-31,etf_net_flow_usd_millions,0.0,0.0
2024-09-01,etf_cumulative_net_flow_usd_millions,17255.1,-477.4
2024-09-01,etf_net_flow_usd_millions,0.0,0.0
2024-09-02,etf_cumulative_net_flow_usd_millions,17255.1,-477.4
2024-09-02,etf_net_flow_usd_millions,0.0,0.0
2024-09-03,etf_cumulative_net_flow_usd_millions,16967.3,-524.8
2024-09-03,etf_net_flow_usd_millions,-287.8,-47.4
2024-09-04,etf_cumulative_net_flow_usd_millions,16930.1,-562.3
2024-09-04,etf_net_flow_usd_millions,-37.2,-37.5
2024-09-05,etf_cumulative_net_flow_usd_millions,16727.4,-562.5
2024-09-05,etf_net_flow_usd_millions,-202.7,-0.2
2024-09-06,etf_cumulative_net_flow_usd_millions,16562.9,-568.5
2024-09-06,etf_net_flow_usd_millions,-164.5,-6.0
2024-09-07,etf_cumulative_net_flow_usd_millions,16562.9,-568.5
2024-09-07,etf_net_flow_usd_millions,0.0,0.0
2024-09-08,etf_cumulative_net_flow_usd_millions,16562.9,-568.5
2024-09-08,etf_net_flow_usd_millions,0.0,0.0
2024-09-09,etf_cumulative_net_flow_usd_millions,16591.5,-573.7
2024-09-09,etf_net_flow_usd_millions,28.6,-5.2
2024-09-10,etf_cumulative_net_flow_usd_millions,16667.4,-562.3
2024-09-10,etf_net_flow_usd_millions,75.9,11.4
2024-09-11,etf_cumulative_net_flow_usd_millions,16624.0,-562.8
2024-09-11,etf_net_flow_usd_millions,-43.4,-0.5
2024-09-12,etf_cumulative_net_flow_usd_millions,16657.8,-582.9
2024-09-12,etf_net_flow_usd_millions,33.8,-20.1
2024-09-13,etf_cumulative_net_flow_usd_millions,16921.0,-581.4
2024-09-13,etf_net_flow_usd_millions,263.2,1.5
2024-09-14,etf_cumulative_net_flow_usd_millions,16921.0,-581.4
2024-09-14,etf_net_flow_usd_millions,0.0,0.0
2024-09-15,etf_cumulative_net_flow_usd_millions,16921.0,-581.4
2024-09-15,etf_net_flow_usd_millions,0.0,0.0
2024-09-16,etf_cumulative_net_flow_usd_millions,16931.0,-590.8
2024-09-16,etf_net_flow_usd_millions,10.0,-9.4
2024-09-17,etf_cumulative_net_flow_usd_millions,17117.8,-605.9
2024-09-17,etf_net_flow_usd_millions,186.8,-15.1
2024-09-18,etf_cumulative_net_flow_usd_millions,17062.4,-615.7
2024-09-18,etf_net_flow_usd_millions,-55.4,-9.8
2024-09-19,etf_cumulative_net_flow_usd_millions,17211.2,-610.5
2024-09-19,etf_net_flow_usd_millions,148.8,5.2
2024-09-20,etf_cumulative_net_flow_usd_millions,17289.8,-607.6
2024-09-20,etf_net_flow_usd_millions,78.6,2.9
2024-09-21,etf_cumulative_net_flow_usd_millions,17289.8,-607.6
2024-09-21,etf_net_flow_usd_millions,0.0,0.0
2024-09-22,etf_cumulative_net_flow_usd_millions,17289.8,-607.6
2024-09-22,etf_net_flow_usd_millions,0.0,0.0
2024-09-23,etf_cumulative_net_flow_usd_millions,17285.9,-686.9
2024-09-23,etf_net_flow_usd_millions,-3.9,-79.3
2024-09-24,etf_cumulative_net_flow_usd_millions,17419.0,-624.4
2024-09-24,etf_net_flow_usd_millions,133.1,62.5
2024-09-25,etf_cumulative_net_flow_usd_millions,17524.9,-581.2
2024-09-25,etf_net_flow_usd_millions,105.9,43.2
2024-09-26,etf_cumulative_net_flow_usd_millions,17887.7,-581.3
2024-09-26,etf_net_flow_usd_millions,362.8,-0.1
2024-09-27,etf_cumulative_net_flow_usd_millions,18382.1,-522.6
2024-09-27,etf_net_flow_usd_millions,494.4,58.7
2024-09-28,etf_cumulative_net_flow_usd_millions,18382.1,-522.6
2024-09-28,etf_net_flow_usd_millions,0.0,0.0
2024-09-29,etf_cumulative_net_flow_usd_millions,18382.1,-522.6
2024-09-29,etf_net_flow_usd_millions,0.0,0.0
2024-09-30,etf_cumulative_net_flow_usd_millions,18443.4,-523.4
2024-09-30,etf_net_flow_usd_millions,61.3,-0.8
2024-10-01,etf_cumulative_net_flow_usd_millions,18200.8,-572.0
2024-10-01,etf_net_flow_usd_millions,-242.6,-48.6
2024-10-02,etf_cumulative_net_flow_usd_millions,18109.1,-557.6
2024-10-02,etf_net_flow_usd_millions,-91.7,14.4
2024-10-03,etf_cumulative_net_flow_usd_millions,18054.9,-560.8
2024-10-03,etf_net_flow_usd_millions,-54.2,-3.2
2024-10-04,etf_cumulative_net_flow_usd_millions,18080.5,-553.4
2024-10-04,etf_net_flow_usd_millions,25.6,7.4
2024-10-05,etf_cumulative_net_flow_usd_millions,18080.5,-553.4
2024-10-05,etf_net_flow_usd_millions,0.0,0.0
2024-10-06,etf_cumulative_net_flow_usd_millions,18080.5,-553.4
2024-10-06,etf_net_flow_usd_millions,0.0,0.0
2024-10-07,etf_cumulative_net_flow_usd_millions,18315.7,-553.4
2024-10-07,etf_net_flow_usd_millions,235.2,0.0
2024-10-08,etf_cumulative_net_flow_usd_millions,18297.1,-561.5
2024-10-08,etf_net_flow_usd_millions,-18.6,-8.1
2024-10-09,etf_cumulative_net_flow_usd_millions,18256.5,-561.5
2024-10-09,etf_net_flow_usd_millions,-40.6,0.0
2024-10-10,etf_cumulative_net_flow_usd_millions,18156.9,-558.4
2024-10-10,etf_net_flow_usd_millions,-99.6,3.1
2024-10-11,etf_cumulative_net_flow_usd_millions,18410.5,-558.5
2024-10-11,etf_net_flow_usd_millions,253.6,-0.1
2024-10-12,etf_cumulative_net_flow_usd_millions,18410.5,-558.5
2024-10-12,etf_net_flow_usd_millions,0.0,0.0
2024-10-13,etf_cumulative_net_flow_usd_millions,18410.5,-558.5
2024-10-13,etf_net_flow_usd_millions,0.0,0.0
2024-10-14,etf_cumulative_net_flow_usd_millions,18961.7,-541.5
2024-10-14,etf_net_flow_usd_millions,551.2,17.0
2024-10-15,etf_cumulative_net_flow_usd_millions,19319.3,-554.2
2024-10-15,etf_net_flow_usd_millions,357.6,-12.7
2024-10-16,etf_cumulative_net_flow_usd_millions,19777.8,-530.0
2024-10-16,etf_net_flow_usd_millions,458.5,24.2
2024-10-17,etf_cumulative_net_flow_usd_millions,20248.3,-481.6
2024-10-17,etf_net_flow_usd_millions,470.5,48.4
2024-10-18,etf_cumulative_net_flow_usd_millions,20522.0,-479.7
2024-10-18,etf_net_flow_usd_millions,273.7,1.9
2024-10-19,etf_cumulative_net_flow_usd_millions,20522.0,-479.7
2024-10-19,etf_net_flow_usd_millions,0.0,0.0
2024-10-20,etf_cumulative_net_flow_usd_millions,20522.0,-479.7
2024-10-20,etf_net_flow_usd_millions,0.0,0.0
2024-10-21,etf_cumulative_net_flow_usd_millions,20816.3,-500.5
2024-10-21,etf_net_flow_usd_millions,294.3,-20.8
2024-10-22,etf_cumulative_net_flow_usd_millions,20737.2,-488.6
2024-10-22,etf_net_flow_usd_millions,-79.1,11.9
2024-10-23,etf_cumulative_net_flow_usd_millions,20924.9,-487.4
2024-10-23,etf_net_flow_usd_millions,187.7,1.2
2024-10-24,etf_cumulative_net_flow_usd_millions,21112.9,-485.1
2024-10-24,etf_net_flow_usd_millions,188.0,2.3
2024-10-25,etf_cumulative_net_flow_usd_millions,21509.0,-504.3
2024-10-25,etf_net_flow_usd_millions,396.1,-19.2
2024-10-26,etf_cumulative_net_flow_usd_millions,21509.0,-504.3
2024-10-26,etf_net_flow_usd_millions,0.0,0.0
2024-10-27,etf_cumulative_net_flow_usd_millions,21509.0,-504.3
2024-10-27,etf_net_flow_usd_millions,0.0,0.0
2024-10-28,etf_cumulative_net_flow_usd_millions,21966.8,-505.4
2024-10-28,etf_net_flow_usd_millions,457.8,-1.1
2024-10-29,etf_cumulative_net_flow_usd_millions,22807.7,-497.8
2024-10-29,etf_net_flow_usd_millions,840.9,7.6
2024-10-30,etf_cumulative_net_flow_usd_millions,23693.0,-493.4
2024-10-30,etf_net_flow_usd_millions,885.3,4.4
2024-10-31,etf_cumulative_net_flow_usd_millions,23725.3,-480.4
2024-10-31,etf_net_flow_usd_millions,32.3,13.0
2024-11-01,etf_cumulative_net_flow_usd_millions,23656.9,-491.3
2024-11-01,etf_net_flow_usd_millions,-68.4,-10.9
2024-11-02,etf_cumulative_net_flow_usd_millions,23656.9,-491.3
2024-11-02,etf_net_flow_usd_millions,0.0,0.0
2024-11-03,etf_cumulative_net_flow_usd_millions,23656.9,-491.3
2024-11-03,etf_net_flow_usd_millions,0.0,0.0
2024-11-04,etf_cumulative_net_flow_usd_millions,23205.3,-554.5
2024-11-04,etf_net_flow_usd_millions,-451.6,-63.2
2024-11-05,etf_cumulative_net_flow_usd_millions,23088.5,-554.5
2024-11-05,etf_net_flow_usd_millions,-116.8,0.0
2024-11-06,etf_cumulative_net_flow_usd_millions,23601.6,-502.2
2024-11-06,etf_net_flow_usd_millions,513.1,52.3
2024-11-07,etf_cumulative_net_flow_usd_millions,24955.0,-422.5
2024-11-07,etf_net_flow_usd_millions,1353.4,79.7
2024-11-08,etf_cumulative_net_flow_usd_millions,25248.4,-336.6
2024-11-08,etf_net_flow_usd_millions,293.4,85.9
2024-11-09,etf_cumulative_net_flow_usd_millions,25248.4,-336.6
2024-11-09,etf_net_flow_usd_millions,0.0,0.0
2024-11-10,etf_cumulative_net_flow_usd_millions,25248.4,-336.6
2024-11-10,etf_net_flow_usd_millions,0.0,0.0
2024-11-11,etf_cumulative_net_flow_usd_millions,26334.3,-41.1
2024-11-11,etf_net_flow_usd_millions,1085.9,295.5
2024-11-12,etf_cumulative_net_flow_usd_millions,27136.7,94.8
2024-11-12,etf_net_flow_usd_millions,802.4,135.9
2024-11-13,etf_cumulative_net_flow_usd_millions,27585.5,241.7
2024-11-13,etf_net_flow_usd_millions,448.8,146.9
2024-11-14,etf_cumulative_net_flow_usd_millions,27190.1,238.5
2024-11-14,etf_net_flow_usd_millions,-395.4,-3.2
2024-11-15,etf_cumulative_net_flow_usd_millions,26867.1,178.7
2024-11-15,etf_net_flow_usd_millions,-323.0,-59.8
2024-11-16,etf_cumulative_net_flow_usd_millions,26867.1,178.7
2024-11-16,etf_net_flow_usd_millions,0.0,0.0
2024-11-17,etf_cumulative_net_flow_usd_millions,26867.1,178.7
2024-11-17,etf_net_flow_usd_millions,0.0,0.0
2024-11-18,etf_cumulative_net_flow_usd_millions,27067.5,139.6
2024-11-18,etf_net_flow_usd_millions,200.4,-39.1
2024-11-19,etf_cumulative_net_flow_usd_millions,27883.9,58.3
2024-11-19,etf_net_flow_usd_millions,816.4,-81.3
2024-11-20,etf_cumulative_net_flow_usd_millions,28657.3,28.0
2024-11-20,etf_net_flow_usd_millions,773.4,-30.3
2024-11-21,etf_cumulative_net_flow_usd_millions,29655.4,19.0
2024-11-21,etf_net_flow_usd_millions,998.1,-9.0
2024-11-22,etf_cumulative_net_flow_usd_millions,30140.0,110.3
2024-11-22,etf_net_flow_usd_millions,484.6,91.3
2024-11-23,etf_cumulative_net_flow_usd_millions,30140.0,110.3
2024-11-23,etf_net_flow_usd_millions,0.0,0.0
2024-11-24,etf_cumulative_net_flow_usd_millions,30140.0,110.3
2024-11-24,etf_net_flow_usd_millions,0.0,0.0
2024-11-25,etf_cumulative_net_flow_usd_millions,29704.3,113.2
2024-11-25,etf_net_flow_usd_millions,-435.7,2.9
2024-11-26,etf_cumulative_net_flow_usd_millions,29576.7,153.8
2024-11-26,etf_net_flow_usd_millions,-127.6,40.6
2024-11-27,etf_cumulative_net_flow_usd_millions,29667.7,243.9
2024-11-27,etf_net_flow_usd_millions,91.0,90.1
2024-11-28,etf_cumulative_net_flow_usd_millions,29667.7,243.9
2024-11-28,etf_net_flow_usd_millions,0.0,0.0
2024-11-29,etf_cumulative_net_flow_usd_millions,29979.1,576.8
2024-11-29,etf_net_flow_usd_millions,311.4,332.9
2024-11-30,etf_cumulative_net_flow_usd_millions,29979.1,576.8
2024-11-30,etf_net_flow_usd_millions,0.0,0.0
2024-12-01,etf_cumulative_net_flow_usd_millions,29979.1,576.8
2024-12-01,etf_net_flow_usd_millions,0.0,0.0
2024-12-02,etf_cumulative_net_flow_usd_millions,30326.3,601.0
2024-12-02,etf_net_flow_usd_millions,347.2,24.2
2024-12-03,etf_cumulative_net_flow_usd_millions,31002.3,733.6
2024-12-03,etf_net_flow_usd_millions,676.0,132.6
2024-12-04,etf_cumulative_net_flow_usd_millions,31503.4,901.3
2024-12-04,etf_net_flow_usd_millions,501.1,167.7
2024-12-05,etf_cumulative_net_flow_usd_millions,32174.7,1329.8
2024-12-05,etf_net_flow_usd_millions,671.3,428.5
2024-12-06,etf_cumulative_net_flow_usd_millions,32544.5,1413.6
2024-12-06,etf_net_flow_usd_millions,369.8,83.8
2024-12-07,etf_cumulative_net_flow_usd_millions,32544.5,1413.6
2024-12-07,etf_net_flow_usd_millions,0.0,0.0
2024-12-08,etf_cumulative_net_flow_usd_millions,32544.5,1413.6
2024-12-08,etf_net_flow_usd_millions,0.0,0.0
2024-12-09,etf_cumulative_net_flow_usd_millions,33016.4,1563.4
2024-12-09,etf_net_flow_usd_millions,471.9,149.8
2024-12-10,etf_cumulative_net_flow_usd_millions,33448.5,1869.1
2024-12-10,etf_net_flow_usd_millions,432.1,305.7
2024-12-11,etf_cumulative_net_flow_usd_millions,33655.9,1971.1
2024-12-11,etf_net_flow_usd_millions,207.4,102.0
2024-12-12,etf_cumulative_net_flow_usd_millions,34142.6,2244.8
2024-12-12,etf_net_flow_usd_millions,486.7,273.7
2024-12-13,etf_cumulative_net_flow_usd_millions,34567.0,2268.4
2024-12-13,etf_net_flow_usd_millions,424.4,23.6
2024-12-14,etf_cumulative_net_flow_usd_millions,34567.0,2268.4
2024-12-14,etf_net_flow_usd_millions,0.0,0.0
2024-12-15,etf_cumulative_net_flow_usd_millions,34567.0,2268.4
2024-12-15,etf_net_flow_usd_millions,0.0,0.0
2024-12-16,etf_cumulative_net_flow_usd_millions,35197.3,2319.5
2024-12-16,etf_net_flow_usd_millions,630.3,51.1
2024-12-17,etf_cumulative_net_flow_usd_millions,35687.4,2464.2
2024-12-17,etf_net_flow_usd_millions,490.1,144.7
2024-12-18,etf_cumulative_net_flow_usd_millions,35962.7,2466.7
2024-12-18,etf_net_flow_usd_millions,275.3,2.5
2024-12-19,etf_cumulative_net_flow_usd_millions,35479.4,2406.2
2024-12-19,etf_net_flow_usd_millions,-483.3,-60.5
2024-12-20,etf_cumulative_net_flow_usd_millions,35196.0,2331.1
2024-12-20,etf_net_flow_usd_millions,-283.4,-75.1
2024-12-21,etf_cumulative_net_flow_usd_millions,35196.0,2331.1
2024-12-21,etf_net_flow_usd_millions,0.0,0.0
2024-12-22,etf_cumulative_net_flow_usd_millions,35196.0,2331.1
2024-12-22,etf_net_flow_usd_millions,0.0,0.0
2024-12-23,etf_cumulative_net_flow_usd_millions,34975.7,2461.9
2024-12-23,etf_net_flow_usd_millions,-220.3,130.8
2024-12-24,etf_cumulative_net_flow_usd_millions,34637.3,2515.5
2024-12-24,etf_net_flow_usd_millions,-338.4,53.6
2024-12-25,etf_cumulative_net_flow_usd_millions,34637.3,2515.5
2024-12-25,etf_net_flow_usd_millions,0.0,0.0
2024-12-26,etf_cumulative_net_flow_usd_millions,35105.3,2632.7
2024-12-26,etf_net_flow_usd_millions,468.0,117.2
2024-12-27,etf_cumulative_net_flow_usd_millions,34817.4,2680.4
2024-12-27,etf_net_flow_usd_millions,-287.9,47.7
2024-12-28,etf_cumulative_net_flow_usd_millions,34817.4,2680.4
2024-12-28,etf_net_flow_usd_millions,0.0,0.0
2024-12-29,etf_cumulative_net_flow_usd_millions,34817.4,2680.4
2024-12-29,etf_net_flow_usd_millions,0.0,0.0
2024-12-30,etf_cumulative_net_flow_usd_millions,34434.0,2624.9
2024-12-30,etf_net_flow_usd_millions,-383.4,-55.5
2024-12-31,etf_cumulative_net_flow_usd_millions,34435.2,2660.9
2024-12-31,etf_net_flow_usd_millions,1.2,36.0
2025-01-01,etf_cumulative_net_flow_usd_millions,34435.2,2660.9
2025-01-01,etf_net_flow_usd_millions,0.0,0.0
2025-01-02,etf_cumulative_net_flow_usd_millions,34186.0,2583.4
2025-01-02,etf_net_flow_usd_millions,-249.2,-77.5
2025-01-03,etf_cumulative_net_flow_usd_millions,35085.4,2642.3
2025-01-03,etf_net_flow_usd_millions,899.4,58.9
2025-01-04,etf_cumulative_net_flow_usd_millions,35085.4,2642.3
2025-01-04,etf_net_flow_usd_millions,0.0,0.0
2025-01-05,etf_cumulative_net_flow_usd_millions,35085.4,2642.3
2025-01-05,etf_net_flow_usd_millions,0.0,0.0
2025-01-06,etf_cumulative_net_flow_usd_millions,35988.8,2771.0
2025-01-06,etf_net_flow_usd_millions,903.4,128.7
2025-01-07,etf_cumulative_net_flow_usd_millions,36041.2,2684.2
2025-01-07,etf_net_flow_usd_millions,52.4,-86.8
2025-01-08,etf_cumulative_net_flow_usd_millions,35472.4,2524.8
2025-01-08,etf_net_flow_usd_millions,-568.8,-159.4
2025-01-09,etf_cumulative_net_flow_usd_millions,35472.4,2524.8
2025-01-09,etf_net_flow_usd_millions,0.0,0.0
2025-01-10,etf_cumulative_net_flow_usd_millions,35323.0,2456.3
2025-01-10,etf_net_flow_usd_millions,-149.4,-68.5
2025-01-11,etf_cumulative_net_flow_usd_millions,35323.0,2456.3
2025-01-11,etf_net_flow_usd_millions,0.0,0.0
2025-01-12,etf_cumulative_net_flow_usd_millions,35323.0,2456.3
2025-01-12,etf_net_flow_usd_millions,0.0,0.0
2025-01-13,etf_cumulative_net_flow_usd_millions,35038.9,2416.9
2025-01-13,etf_net_flow_usd_millions,-284.1,-39.4
2025-01-14,etf_cumulative_net_flow_usd_millions,34829.1,2418.1
2025-01-14,etf_net_flow_usd_millions,-209.8,1.2
2025-01-15,etf_cumulative_net_flow_usd_millions,35570.5,2477.8
2025-01-15,etf_net_flow_usd_millions,741.4,59.7
2025-01-16,etf_cumulative_net_flow_usd_millions,36196.6,2644.4
2025-01-16,etf_net_flow_usd_millions,626.1,166.6
2025-01-17,etf_cumulative_net_flow_usd_millions,37247.6,2668.3
2025-01-17,etf_net_flow_usd_millions,1051.0,23.9
2025-01-18,etf_cumulative_net_flow_usd_millions,37247.6,2668.3
2025-01-18,etf_net_flow_usd_millions,0.0,0.0
2025-01-19,etf_cumulative_net_flow_usd_millions,37247.6,2668.3
2025-01-19,etf_net_flow_usd_millions,0.0,0.0
2025-01-20,etf_cumulative_net_flow_usd_millions,37247.6,2668.3
2025-01-20,etf_net_flow_usd_millions,0.0,0.0
2025-01-21,etf_cumulative_net_flow_usd_millions,37913.8,2742.7
2025-01-21,etf_net_flow_usd_millions,666.2,74.4
2025-01-22,etf_cumulative_net_flow_usd_millions,38162.5,2813.4
2025-01-22,etf_net_flow_usd_millions,248.7,70.7
2025-01-23,etf_cumulative_net_flow_usd_millions,38339.3,2798.5
2025-01-23,etf_net_flow_usd_millions,176.8,-14.9
2025-01-24,etf_cumulative_net_flow_usd_millions,38844.0,2807.7
2025-01-24,etf_net_flow_usd_millions,504.7,9.2
2025-01-25,etf_cumulative_net_flow_usd_millions,38844.0,2807.7
2025-01-25,etf_net_flow_usd_millions,0.0,0.0
2025-01-26,etf_cumulative_net_flow_usd_millions,38844.0,2807.7
2025-01-26,etf_net_flow_usd_millions,0.0,0.0
2025-01-27,etf_cumulative_net_flow_usd_millions,38386.4,2671.5
2025-01-27,etf_net_flow_usd_millions,-457.6,-136.2
2025-01-28,etf_cumulative_net_flow_usd_millions,38404.8,2671.5
2025-01-28,etf_net_flow_usd_millions,18.4,0.0
2025-01-29,etf_cumulative_net_flow_usd_millions,38390.6,2666.8
2025-01-29,etf_net_flow_usd_millions,-14.2,-4.7
2025-01-30,etf_cumulative_net_flow_usd_millions,38974.1,2734.6
2025-01-30,etf_net_flow_usd_millions,583.5,67.8
2025-01-31,etf_cumulative_net_flow_usd_millions,39292.7,2762.4
2025-01-31,etf_net_flow_usd_millions,318.6,27.8
2025-02-01,etf_cumulative_net_flow_usd_millions,39292.7,2762.4
2025-02-01,etf_net_flow_usd_millions,0.0,0.0
2025-02-02,etf_cumulative_net_flow_usd_millions,39292.7,2762.4
2025-02-02,etf_net_flow_usd_millions,0.0,0.0
2025-02-03,etf_cumulative_net_flow_usd_millions,39058.3,2846.0
2025-02-03,etf_net_flow_usd_millions,-234.4,83.6
2025-02-04,etf_cumulative_net_flow_usd_millions,39399.0,3153.8
2025-02-04,etf_net_flow_usd_millions,340.7,307.8
2025-02-05,etf_cumulative_net_flow_usd_millions,39465.4,3171.9
2025-02-05,etf_net_flow_usd_millions,66.4,18.1
2025-02-06,etf_cumulative_net_flow_usd_millions,39320.0,3182.6
2025-02-06,etf_net_flow_usd_millions,-145.4,10.7
2025-02-07,etf_cumulative_net_flow_usd_millions,39491.3,3182.6
2025-02-07,etf_net_flow_usd_millions,171.3,0.0
2025-02-08,etf_cumulative_net_flow_usd_millions,39491.3,3182.6
2025-02-08,etf_net_flow_usd_millions,0.0,0.0
2025-02-09,etf_cumulative_net_flow_usd_millions,39491.3,3182.6
2025-02-09,etf_net_flow_usd_millions,0.0,0.0
2025-02-10,etf_cumulative_net_flow_usd_millions,39305.0,3160.1
2025-02-10,etf_net_flow_usd_millions,-186.3,-22.5
2025-02-11,etf_cumulative_net_flow_usd_millions,39248.3,3172.7
2025-02-11,etf_net_flow_usd_millions,-56.7,12.6
2025-02-12,etf_cumulative_net_flow_usd_millions,38981.0,3131.8
2025-02-12,etf_net_flow_usd_millions,-267.3,-40.9
2025-02-13,etf_cumulative_net_flow_usd_millions,38823.2,3144.6
2025-02-13,etf_net_flow_usd_millions,-157.8,12.8
2025-02-14,etf_cumulative_net_flow_usd_millions,38882.9,3156.3
2025-02-14,etf_net_flow_usd_millions,59.7,11.7
2025-02-15,etf_cumulative_net_flow_usd_millions,38882.9,3156.3
2025-02-15,etf_net_flow_usd_millions,0.0,0.0
2025-02-16,etf_cumulative_net_flow_usd_millions,38882.9,3156.3
2025-02-16,etf_net_flow_usd_millions,0.0,0.0
2025-02-17,etf_cumulative_net_flow_usd_millions,38882.9,3156.3
2025-02-17,etf_net_flow_usd_millions,0.0,0.0
2025-02-18,etf_cumulative_net_flow_usd_millions,38822.2,3160.9
2025-02-18,etf_net_flow_usd_millions,-60.7,4.6
2025-02-19,etf_cumulative_net_flow_usd_millions,38751.0,3179.9
2025-02-19,etf_net_flow_usd_millions,-71.2,19.0
2025-02-20,etf_cumulative_net_flow_usd_millions,38447.3,3166.8
2025-02-20,etf_net_flow_usd_millions,-303.7,-13.1
2025-02-21,etf_cumulative_net_flow_usd_millions,38384.4,3157.9
2025-02-21,etf_net_flow_usd_millions,-62.9,-8.9
2025-02-22,etf_cumulative_net_flow_usd_millions,38384.4,3157.9
2025-02-22,etf_net_flow_usd_millions,0.0,0.0
2025-02-23,etf_cumulative_net_flow_usd_millions,38384.4,3157.9
2025-02-23,etf_net_flow_usd_millions,0.0,0.0
2025-02-24,etf_cumulative_net_flow_usd_millions,37824.7,3079.9
2025-02-24,etf_net_flow_usd_millions,-559.7,-78.0
2025-02-25,etf_cumulative_net_flow_usd_millions,36796.8,3029.8
2025-02-25,etf_net_flow_usd_millions,-1027.9,-50.1
2025-02-26,etf_cumulative_net_flow_usd_millions,36095.0,2935.5
2025-02-26,etf_net_flow_usd_millions,-701.8,-94.3
2025-02-27,etf_cumulative_net_flow_usd_millions,35824.6,2864.3
2025-02-27,etf_net_flow_usd_millions,-270.4,-71.2
2025-02-28,etf_cumulative_net_flow_usd_millions,35913.3,2822.4
2025-02-28,etf_net_flow_usd_millions,88.7,-41.9
2025-03-01,etf_cumulative_net_flow_usd_millions,35913.3,2822.4
2025-03-01,etf_net_flow_usd_millions,0.0,0.0
2025-03-02,etf_cumulative_net_flow_usd_millions,35913.3,2822.4
2025-03-02,etf_net_flow_usd_millions,0.0,0.0
2025-03-03,etf_cumulative_net_flow_usd_millions,35839.1,2810.3
2025-03-03,etf_net_flow_usd_millions,-74.2,-12.1
2025-03-04,etf_cumulative_net_flow_usd_millions,35659.8,2824.9
2025-03-04,etf_net_flow_usd_millions,-179.3,14.6
2025-03-05,etf_cumulative_net_flow_usd_millions,35621.5,2761.6
2025-03-05,etf_net_flow_usd_millions,-38.3,-63.3
2025-03-06,etf_cumulative_net_flow_usd_millions,35487.2,2751.6
2025-03-06,etf_net_flow_usd_millions,-134.3,-10.0
2025-03-07,etf_cumulative_net_flow_usd_millions,35077.9,2728.5
2025-03-07,etf_net_flow_usd_millions,-409.3,-23.1
2025-03-08,etf_cumulative_net_flow_usd_millions,35077.9,2728.5
2025-03-08,etf_net_flow_usd_millions,0.0,0.0
2025-03-09,etf_cumulative_net_flow_usd_millions,35077.9,2728.5
2025-03-09,etf_net_flow_usd_millions,0.0,0.0
2025-03-10,etf_cumulative_net_flow_usd_millions,34705.4,2691.0
2025-03-10,etf_net_flow_usd_millions,-372.5,-37.5
2025-03-11,etf_cumulative_net_flow_usd_millions,34309.1,2669.4
2025-03-11,etf_net_flow_usd_millions,-396.3,-21.6
2025-03-12,etf_cumulative_net_flow_usd_millions,34316.9,2659.1
2025-03-12,etf_net_flow_usd_millions,7.8,-10.3
2025-03-13,etf_cumulative_net_flow_usd_millions,34173.5,2585.5
2025-03-13,etf_net_flow_usd_millions,-143.4,-73.6
2025-03-14,etf_cumulative_net_flow_usd_millions,34214.8,2538.6
2025-03-14,etf_net_flow_usd_millions,41.3,-46.9
