date,metric,ETH,BTC,USDC
2016-12-16,price,7.8202827010,788.8775000000,
2016-12-17,price,7.8561856130,788.4413000000,
2016-12-18,price,7.5922361650,790.1163000000,
2016-12-19,price,7.6237837210,799.7213000000,
2016-12-20,price,7.8560994010,826.6207679030,
2016-12-21,price,7.5756437440,859.3663000000,
2016-12-22,price,7.2018057320,917.0988000000,
2016-12-23,price,7.2227628480,891.6813000000,
2016-12-24,price,7.2132341590,894.3371331690,
2016-12-25,price,7.2684753780,902.6063000000,
2016-12-26,price,7.1718065940,929.1150000000,
2016-12-27,price,7.6133077360,977.1400000000,
2016-12-28,price,8.1723290570,971.7213000000,
2016-12-29,price,8.1537865270,960.9250000000,
2016-12-30,price,8.0108522350,966.5689708730,
2016-12-31,price,8.0647899890,998.0500000000,
2017-01-01,price,8.3612861610,1019.1988000000,
2017-01-02,price,9.6267923850,1035.5313000000,
2017-01-03,price,10.9722528530,1130.8495163210,
2017-01-04,price,10.1152542420,990.6675000000,
2017-01-05,price,10.1546583050,894.0325000000,
2017-01-06,price,9.8242788690,900.0788000000,
2017-01-07,price,10.2678367010,908.0850000000,
2017-01-08,price,10.2859559700,901.8788880390,
2017-01-09,price,10.5236507140,905.7594626980,
2017-01-10,price,9.6616938740,784.2775000000,
2017-01-11,price,9.6671589420,799.4275000000,
2017-01-12,price,9.6508051190,824.4988000000,
2017-01-13,price,9.6952627520,817.8250000000,
2017-01-14,price,9.7859233860,821.9125000000,
2017-01-15,price,9.5212839170,828.3100000000,
2017-01-16,price,10.2584582960,904.1525000000,
2017-01-17,price,10.1255377410,873.9350000000,
2017-01-18,price,10.3853061740,896.8900000000,
2017-01-19,price,10.5499605600,891.4588000000,
2017-01-20,price,10.8726339940,919.6775000000,
2017-01-21,price,10.7453560490,918.7788120150,
2017-01-22,price,10.7510244020,918.9075000000,
2017-01-23,price,10.3990872480,885.7888000000,
2017-01-24,price,10.4716712320,893.4738000000,
2017-01-25,price,10.5552558770,915.3600000000,
2017-01-26,price,10.5099790920,918.2875000000,
2017-01-27,price,10.5549629540,920.2450000000,
2017-01-28,price,10.4304425950,914.1425000000,
2017-01-29,price,10.5704112980,920.9911458820,
2017-01-30,price,10.6772980230,968.2663000000,
2017-01-31,price,10.7009894180,986.5728903450,
2017-02-01,price,10.8104610870,1008.4033182230,
2017-02-02,price,10.9376855790,1015.4425000000,
2017-02-03,price,11.3333158610,1033.6300000000,
2017-02-04,price,11.2422388380,1016.9261585950,
2017-02-05,price,11.2940161310,1024.5110886060,
2017-02-06,price,11.4331674400,1051.5000000000,
2017-02-07,price,11.3351530110,1055.3013000000,
2017-02-08,price,10.9149639500,981.7050000000,
2017-02-09,price,11.2756406440,992.1113000000,
2017-02-10,price,11.3991253720,1010.9463000000,
2017-02-11,price,11.3541645650,1000.5237691030,
2017-02-12,price,11.2819470150,996.1039358700,
2017-02-13,price,12.9721450460,1010.1021618590,
2017-02-14,price,12.9347160090,1008.8813000000,
2017-02-15,price,12.8359687990,1034.9038000000,
2017-02-16,price,12.7034838480,1056.5580910530,
2017-02-17,price,12.8162853320,1058.5809306490,
2017-02-18,price,12.7754456030,1053.5025000000,
2017-02-19,price,12.7502237750,1082.0168234960,
2017-02-20,price,12.7361409400,1125.4088148360,
2017-02-21,price,12.6002964050,1123.3050000000,
2017-02-22,price,13.1551654570,1185.6547846890,
2017-02-23,price,13.0718712310,1180.8710000000,
2017-02-24,price,13.5469386080,1149.4036781700,
2017-02-25,price,14.5476761890,1180.6730000000,
2017-02-26,price,15.3586903610,1193.1295150370,
2017-02-27,price,15.7027812320,1190.3310000000,
2017-02-28,price,17.1680297120,1227.4771489660,
2017-03-01,price,18.9935817930,1262.0810000000,
2017-03-02,price,19.5857494810,1289.5406116190,
2017-03-03,price,18.6386734530,1268.8145320150,
2017-03-04,price,19.2473646600,1276.2330000000,
2017-03-05,price,19.6707056140,1280.9860000000,
2017-03-06,price,18.8273333210,1233.0565084080,
2017-03-07,price,16.7497435780,1149.6310000000,
2017-03-08,price,17.6321288180,1191.2367224850,
2017-03-09,price,19.2635904280,1100.0105899710,
2017-03-10,price,21.3964132260,1181.2041227520,
2017-03-11,price,23.0988479580,1230.5600000000,
2017-03-12,price,28.4460651990,1243.2649223900,
2017-03-13,price,28.5366645910,1246.5567394810,
2017-03-14,price,34.1973642070,1258.4570000000,
2017-03-15,price,39.8618560710,1217.3145410080,
2017-03-16,price,44.0672959890,1074.0938695060,
2017-03-17,price,32.2679852660,961.9620000000,
2017-03-18,price,44.0887974960,1023.4901008760,
2017-03-19,price,41.8636928830,1036.3320123740,
2017-03-20,price,42.4784580140,1112.7015322730,
2017-03-21,price,41.2626125370,1039.8401726480,
2017-03-22,price,43.2749299800,1029.1394137430,
2017-03-23,price,50.8947914390,940.0206265590,
2017-03-24,price,50.6789664880,965.2650626610,
2017-03-25,price,50.0494542140,954.4766599720,
2017-03-26,price,49.0171138030,1042.6050726200,
2017-03-27,price,50.2595428640,1044.7220000000,
2017-03-28,price,52.8437942650,1038.6171976160,
2017-03-29,price,52.3131752090,1031.4929056460,
2017-03-30,price,49.9646672800,1078.2747110910,
2017-03-31,price,50.4257876070,1085.2530000000,
2017-04-01,price,48.3784672770,1098.0680000000,
2017-04-02,price,43.5792399590,1139.3082754460,
2017-04-03,price,41.7977950460,1140.4975903800,
2017-04-04,price,45.5902950520,1132.3399049930,
2017-04-05,price,42.9785252120,1194.2110000000,
2017-04-06,price,42.4013766560,1189.7751237030,
2017-04-07,price,44.5012843870,1182.2710000000,
2017-04-08,price,44.1907610730,1187.6990000000,
2017-04-09,price,43.9053412900,1210.5150000000,
2017-04-10,price,43.8588948390,1226.6180000000,
2017-04-11,price,46.1978834900,1218.2990000000,
2017-04-12,price,49.7503375730,1174.2090000000,
2017-04-13,price,47.5620517220,1183.6870000000,
2017-04-14,price,49.1227934120,1180.3230000000,
2017-04-15,price,48.7087192790,1186.3100000000,
2017-04-16,price,48.3464178120,1205.1430000000,
2017-04-17,price,50.7591708190,1217.5800000000,
2017-04-18,price,48.1594963220,1225.7210000000,
2017-04-19,price,50.0652536490,1253.9040000000,
2017-04-20,price,48.8017357120,1254.9875000000,
2017-04-21,price,49.0798706470,1249.6700000000,
2017-04-22,price,50.6087134840,1247.8388000000,
2017-04-23,price,51.0974186390,1249.9563000000,
2017-04-24,price,50.9737554750,1263.0450000000,
2017-04-25,price,54.8781785670,1287.3200000000,
2017-04-26,price,63.9573537630,1331.3125000000,
2017-04-27,price,73.0109629150,1321.2050000000,
2017-04-28,price,70.4515382480,1327.6863000000,
2017-04-29,price,79.8025539390,1349.8863000000,
2017-04-30,price,76.8461778010,1408.4450000000,
2017-05-01,price,77.3460438690,1442.2450000000,
2017-05-02,price,80.9294915790,1485.8175000000,
2017-05-03,price,94.1122651990,1499.3600000000,
2017-05-04,price,91.1603871380,1506.0438000000,
2017-05-05,price,96.4276796520,1547.8150000000,
2017-05-06,price,89.7396794790,1557.8838000000,
2017-05-07,price,87.9481200520,1633.3800000000,
2017-05-08,price,87.5024439080,1700.1775000000,
2017-05-09,price,88.4105888690,1747.3175000000,
2017-05-10,price,88.4566487430,1808.7788000000,
2017-05-11,price,88.1810914930,1700.7725000000,
2017-05-12,price,89.1389316780,1751.7300000000,
2017-05-13,price,90.0550405640,1767.7088000000,
2017-05-14,price,90.5041315990,1696.1300000000,
2017-05-15,price,87.0914855840,1716.3150000000,
2017-05-16,price,88.2131675140,1804.4513000000,
2017-05-17,price,96.6258462300,1889.4088000000,
2017-05-18,price,122.1627829930,1972.9013000000,
2017-05-19,price,123.0282030580,2043.4200000000,
2017-05-20,price,148.6573204800,2053.8788000000,
2017-05-21,price,153.9900638070,2109.3963000000,
2017-05-22,price,171.0800283220,2292.7025000000,
2017-05-23,price,190.4258131710,2448.1313000000,
2017-05-24,price,176.8178150790,2366.9725000000,
2017-05-25,price,162.9444863850,2262.3600000000,
2017-05-26,price,159.0552476420,2082.8450000000,
2017-05-27,price,172.3406699360,2219.4875000000,
2017-05-28,price,196.0785933390,2286.2663000000,
2017-05-29,price,230.7983713910,2167.6438000000,
2017-05-30,price,231.3721267130,2329.0775000000,
2017-05-31,price,221.8280712230,2436.0363000000,
2017-06-01,price,224.3167054860,2514.2275000000,
2017-06-02,price,225.3975944350,2562.5400000000,
2017-06-03,price,247.4275410850,2556.4050000000,
2017-06-04,price,248.9301252320,2721.5525000000,
2017-06-05,price,266.1397080670,2903.4438000000,
2017-06-06,price,256.2189233710,2716.0588000000,
2017-06-07,price,260.3415097480,2824.2038000000,
2017-06-08,price,280.3335479980,2817.0638000000,
2017-06-09,price,337.7921754590,2937.4538000000,
2017-06-10,price,341.0796489190,3013.7138000000,
2017-06-11,price,398.4307850850,2701.2550000000,
2017-06-12,price,389.9448221780,2736.1888000000,
2017-06-13,price,347.7813577220,2503.4012729500,
2017-06-14,price,346.3690699430,2444.4937123090,
2017-06-15,price,358.2845168680,2513.8103476460,
2017-06-16,price,372.3570110190,2683.5713440380,
2017-06-17,price,359.4387121140,2577.2193611400,
2017-06-18,price,362.0442891370,2620.1364514000,
2017-06-19,price,358.0532310650,2777.7926556800,
2017-06-20,price,327.8909356940,2717.0031078880,
2017-06-21,price,326.9598139740,2724.9122133170,
2017-06-22,price,331.9138051490,2737.7462310980,
2017-06-23,price,310.0546284060,2618.4167357090,
2017-06-24,price,288.0470262650,2606.8632352260,
2017-06-25,price,258.9194627350,2488.1941633770,
2017-06-26,price,280.8130146790,2531.3489987850,
2017-06-27,price,317.2936774720,2575.4377702550,
2017-06-28,price,300.1821525620,2561.6814345420,
2017-06-29,price,284.6910832880,2490.7534879800,
2017-06-30,price,262.4780733590,2439.8205597340,
2017-07-01,price,286.1336070100,2518.5456943130,
2017-07-02,price,278.5971953380,2576.7146569750,
2017-07-03,price,269.7366305780,2610.9975747420,
2017-07-04,price,265.9369454660,2607.2193020700,
2017-07-05,price,267.4697236480,2612.6704283050,
2017-07-06,price,241.4766205300,2509.2182098170,
2017-07-07,price,246.2149709730,2563.1955135970,
2017-07-08,price,238.7543184910,2519.2173918830,
2017-07-09,price,210.5281972800,2363.5156815550,
2017-07-10,price,194.3349364900,2353.9106612520,
2017-07-11,price,222.1388561720,2387.3289117170,
2017-07-12,price,206.4132504280,2364.3212657650,
2017-07-13,price,197.9694523620,2228.7287909900,
2017-07-14,price,171.7774409450,2033.2910880330,
2017-07-15,price,156.4689916290,1927.0990656210,
2017-07-16,price,188.3527773490,2181.2860806990,
2017-07-17,price,228.5032800370,2303.8893554560,
2017-07-18,price,199.5905155330,2274.6213653050,
2017-07-19,price,223.4613483870,2766.8251190820,
2017-07-20,price,217.0864739580,2658.0749123760,
2017-07-21,price,231.1435289430,2802.3478866770,
2017-07-22,price,226.7185992850,2731.6040074120,
2017-07-23,price,224.9134070930,2751.3470702260,
2017-07-24,price,206.8105047880,2563.7478952340,
2017-07-25,price,200.3285558010,2507.3896846080,
2017-07-26,price,203.1893217820,2649.4412011380,
2017-07-27,price,192.5856839060,2798.8293133030,
2017-07-28,price,205.5111191970,2720.1022625080,
2017-07-29,price,197.1989634800,2740.3235918130,
2017-07-30,price,203.2871963420,2871.3680152450,
2017-07-31,price,227.0805670500,2737.7637924190,
2017-08-01,price,219.0579292680,2697.8509023020,
2017-08-02,price,224.8679565770,2777.3679939460,
2017-08-03,price,221.6749595300,2845.8971623030,
2017-08-04,price,253.1556661230,3237.0706945080,
2017-08-05,price,263.2220861640,3189.7324534610,
2017-08-06,price,268.4966290350,3356.7097380870,
2017-08-07,price,295.1470983170,3410.4500804490,
2017-08-08,price,297.0696048200,3330.8978252930,
2017-08-09,price,296.7767240760,3367.9053870880,
2017-08-10,price,306.8264332190,3562.5876628410,
2017-08-11,price,308.6255313350,3800.1406250630,
2017-08-12,price,297.1598027470,4023.2545220790,
2017-08-13,price,296.3972895240,4175.6952913460,
2017-08-14,price,288.4507671720,4149.3087594120,
2017-08-15,price,300.0393294080,4262.5587912330,
2017-08-16,price,300.5703437600,4286.9174345050,
2017-08-17,price,296.1146353740,4097.6858024740,
2017-08-18,price,296.6220895180,4115.2119883620,
2017-08-19,price,295.1715773280,4001.2286324730,
2017-08-20,price,322.2012201360,3935.2299328330,
2017-08-21,price,312.1744705570,4008.4166852150,
2017-08-22,price,316.7889202110,4069.0802390250,
2017-08-23,price,321.7852984050,4167.2891768020,
2017-08-24,price,329.0252809930,4199.8920315850,
2017-08-25,price,329.8657826240,4123.5133713250,
2017-08-26,price,343.3413371280,4116.4687391630,
2017-08-27,price,344.2011314210,4216.2427733050,
2017-08-28,price,366.8095899130,4394.0634362470,
2017-08-29,price,378.9063307350,4553.8065271370,
2017-08-30,price,382.9344507550,4702.9381630850,
2017-08-31,price,386.3430570010,4863.1930486840,
2017-09-01,price,346.3987754870,4556.5977768910,
2017-09-02,price,349.9292404410,4632.4623307670,
2017-09-03,price,299.7173318860,4317.1851877160,
2017-09-04,price,318.9728041160,4447.8755922110,
2017-09-05,price,333.2063299930,4592.2502778980,
2017-09-06,price,329.4156625180,4584.8202751930,
2017-09-07,price,304.4751082680,4285.2079387210,
2017-09-08,price,299.6944444710,4245.6073411240,
2017-09-09,price,292.7796567860,4132.6646422830,
2017-09-10,price,296.4753988430,4164.9762119940,
2017-09-11,price,290.5865319590,4130.9562847520,
2017-09-12,price,277.3336579310,3883.6520013490,
2017-09-13,price,214.3117136330,3100.6681547040,
2017-09-14,price,246.9218572870,3587.9431219160,
2017-09-15,price,244.8056117530,3606.2751972140,
2017-09-16,price,249.6665459750,3553.4323162590,
2017-09-17,price,287.9610956890,4012.2858249930,
2017-09-18,price,280.4456323420,3898.9347324820,
2017-09-19,price,279.4176492110,3858.0209506010,
2017-09-20,price,257.4650744660,3628.0585875350,
2017-09-21,price,263.4697736840,3622.1830393150,
2017-09-22,price,283.2221589930,3763.4114062790,
2017-09-23,price,280.6810447350,3672.3050797330,
2017-09-24,price,288.0857009420,3866.7051527420,
2017-09-25,price,283.9294530730,3852.9352048770,
2017-09-26,price,302.1518453520,4134.2124149610,
2017-09-27,price,294.3138380120,4134.8849508600,
2017-09-28,price,288.1145968990,4130.4152460030,
2017-09-29,price,297.2689355700,4297.7911700340,
2017-09-30,price,299.6748890240,4347.5787354530,
2017-10-01,price,295.8400297390,4383.3254973640,
2017-10-02,price,292.2107206990,4319.0692124660,
2017-10-03,price,293.0357027860,4231.4641870370,
2017-10-04,price,293.7193461200,4290.3804043810,
2017-10-05,price,307.7089805560,4347.5472395090,
2017-10-06,price,309.5982491240,4405.0162007050,
2017-10-07,price,307.0581368740,4562.3219310980,
2017-10-08,price,295.9010450840,4758.7216497930,
2017-10-09,price,299.9170113650,4769.4773467640,
2017-10-10,price,303.2474665350,4807.9258948980,
2017-10-11,price,302.0199976810,5331.6193019540,
2017-10-12,price,337.9526134340,5610.4931622290,
2017-10-13,price,335.3382448300,5679.2162216560,
2017-10-14,price,335.3913549860,5684.0471041190,
2017-10-15,price,331.9672147310,5728.9327505510,
2017-10-16,price,317.8982125150,5643.8590770520,
2017-10-17,price,314.4565542410,5592.7822242120,
2017-10-18,price,308.4746839280,5696.3801413440,
2017-10-19,price,302.3564969260,5952.7713587920,
2017-10-20,price,300.6938459620,6043.9667312950,
2017-10-21,price,295.4882479110,6003.4640189330,
2017-10-22,price,289.4140251240,5959.9830405920,
2017-10-23,price,298.7557343080,5550.0815852860,
2017-10-24,price,298.4839668220,5704.8748065080,
2017-10-25,price,295.7078546190,5883.0531844710,
2017-10-26,price,297.9291296930,5775.5166653070,
2017-10-27,price,296.4649529070,5734.3074539830,
2017-10-28,price,303.7411304000,6123.5497713550,
2017-10-29,price,306.2494615340,6104.3887091510,
2017-10-30,price,303.5421170290,6368.6516413570,
2017-10-31,price,292.3305387290,6714.7889867190,
2017-11-01,price,287.0696687460,7059.7938605490,
2017-11-02,price,305.8432726790,7234.7383820200,
2017-11-03,price,299.9549103520,7390.5352265240,
2017-11-04,price,297.5173231050,7416.2679509830,
2017-11-05,price,301.3707945530,7103.0460811620,
2017-11-06,price,295.2351133830,7166.7413716760,
2017-11-07,price,308.9339866360,7461.8244349110,
2017-11-08,price,322.3295204840,7186.2927750940,
2017-11-09,price,301.3549333530,6656.8396935070,
2017-11-10,price,316.2583419600,6365.3978520860,
2017-11-11,price,314.1661277070,5866.5131293850,
2017-11-12,price,315.3439563720,6423.0914024610,
2017-11-13,price,338.9376274070,6652.2167795600,
2017-11-14,price,334.2869325460,7297.6688363330,
2017-11-15,price,330.0213156470,7814.9444036570,
2017-11-16,price,333.3512550370,7783.5424647640,
2017-11-17,price,348.7472154570,7827.6314694690,
2017-11-18,price,353.4357296470,8011.1474298900,
2017-11-19,price,365.7868159780,8220.5099661770,
2017-11-20,price,361.0558225710,8114.1336795440,
2017-11-21,price,379.4090572750,8257.1238952880,
2017-11-22,price,412.5576115020,8117.6643476260,
2017-11-23,price,475.0020149780,8278.1284363390,
2017-11-24,price,467.4463900460,8743.1593779110,
2017-11-25,price,468.9980993730,9342.9886414220,
2017-11-26,price,484.3626241510,9831.4029299220,
2017-11-27,price,474.1828947490,10257.0674169800,
2017-11-28,price,428.3454433360,9875.8923081880,
2017-11-29,price,454.1609815200,10406.1877237300,
2017-11-30,price,469.8634795710,10995.7235531180,
2017-12-01,price,469.8570505370,11162.5450307620,
2017-12-02,price,461.8804819080,11256.7018287540,
2017-12-03,price,472.2527354960,11634.9849554030,
2017-12-04,price,467.0166629830,12174.2537397930,
2017-12-05,price,448.3282221650,13876.4735794150,
2017-12-06,price,451.8255818600,18491.1815542280,
2017-12-07,price,467.8816626130,16908.0049521110,
2017-12-08,price,482.0355188590,15266.4263894650,
2017-12-09,price,446.6910580790,15808.5098961540,
2017-12-10,price,509.0008762380,17106.5051488870,
2017-12-11,price,661.8413322880,17249.9202146560,
2017-12-12,price,709.8831935730,16525.0444892990,
2017-12-13,price,704.6218437370,16865.3616648750,
2017-12-14,price,693.0970641330,17978.6305581340,
2017-12-15,price,702.2446127990,19665.3949272420,
2017-12-16,price,728.7004712120,19423.5801532530,
2017-12-17,price,798.1154040340,19188.0539569350,
2017-12-18,price,829.9892017660,18174.1867596320,
2017-12-19,price,813.4036022780,17059.8883502650,
2017-12-20,price,812.8851591040,16355.2382257400,
2017-12-21,price,669.2764922890,14084.8249267770,
2017-12-22,price,715.7190682660,15241.9164656490,
2017-12-23,price,686.2083089200,14451.1145466740,
2017-12-24,price,733.9025459100,14302.7537081840,
2017-12-25,price,774.1101981250,16616.6820570840,
2017-12-26,price,764.9670620140,16373.0810795740,
2017-12-27,price,736.8400470170,15067.8994980570,
2017-12-28,price,755.3436413180,15096.5594360710,
2017-12-29,price,736.9091915200,13620.3618741460,
2017-12-30,price,774.6962554570,14839.5907854180,
2017-12-31,price,776.0803303560,14093.6068305270,
2018-01-01,price,876.8902588140,15321.9328517640,
2018-01-02,price,963.0557506900,15583.8855377590,
2018-01-03,price,978.4161041840,15976.3651941740,
2018-01-04,price,1004.8949722630,18336.9229801690,
2018-01-05,price,1052.0233601070,18343.6624934070,
2018-01-06,price,1137.6549188900,17039.8739138490,
2018-01-07,price,1184.9239302780,15900.3650216010,
2018-01-08,price,1361.4396682790,15604.7234082400,
2018-01-09,price,1345.5876017380,15509.2701268170,
2018-01-10,price,1181.6514100310,14050.5696063540,
2018-01-11,price,1315.6187580840,14759.2946299150,
2018-01-12,price,1448.1800861340,15193.3148979850,
2018-01-13,price,1410.0002145090,14476.5889713690,
2018-01-14,price,1329.6713965040,14411.9977069180,
2018-01-15,price,1068.6004106890,11723.9135206660,
2018-01-16,price,1022.3652131700,11415.3928442770,
2018-01-17,price,1036.0723127880,11569.4249920860,
2018-01-18,price,1046.8985973960,11758.4693327650,
2018-01-19,price,1172.9172062240,13260.2711872790,
2018-01-20,price,1053.6332024800,11703.5048628600,
2018-01-21,price,1000.3871327790,10991.5950130800,
2018-01-22,price,991.6653206390,10894.0009053400,
2018-01-23,price,1056.8792325680,11277.1159704490,
2018-01-24,price,1059.3154960260,11225.2544568850,
2018-01-25,price,1048.7989058430,11044.9072365740,
2018-01-26,price,1095.7825142890,11456.2135062800,
2018-01-27,price,1237.3241758470,11665.6969300850,
2018-01-28,price,1169.6342569190,11157.6638878980,
2018-01-29,price,1161.9086430990,11095.2106891270,
2018-01-30,price,1058.0960529660,9989.6897765970,
2018-01-31,price,1106.1381723550,10114.4950862260,
2018-02-01,price,1021.2693786530,9070.5554493740,
2018-02-02,price,914.6388425020,8830.1635100550,
2018-02-03,price,941.8032295190,8994.9148660770,
2018-02-04,price,834.8891703330,8315.5174914360,
2018-02-05,price,684.3133397270,6852.0527005150,
2018-02-06,price,785.7389155050,7711.2203289410,
2018-02-07,price,751.8878893660,7611.6102777890,
2018-02-08,price,807.8227505150,8208.5720844970,
2018-02-09,price,871.3268829430,8650.7167504300,
2018-02-10,price,854.3498784220,8574.6776384900,
2018-02-11,price,817.2905243570,8168.6377798000,
2018-02-12,price,862.7487725900,8911.3985742080,
2018-02-13,price,833.7791837300,8518.2690761910,
2018-02-14,price,915.0765430190,9428.0256071620,
2018-02-15,price,928.2935214050,10112.5801434470,
2018-02-16,price,934.6767104530,10155.2770555260,
2018-02-17,price,964.2765079110,11006.6476859620,
2018-02-18,price,915.0920469360,10523.4293058010,
2018-02-19,price,928.2902425460,11103.0900361500,
2018-02-20,price,902.9690554390,11502.3770496400,
2018-02-21,price,809.1296597080,9973.5921195190,
2018-02-22,price,812.4468626180,10032.8631123140,
2018-02-23,price,864.6697536210,10301.8836093360,
2018-02-24,price,828.7233989890,9742.6281900650,
2018-02-25,price,842.6280247520,9699.5171815150,
2018-02-26,price,863.6502752380,10355.5781264860,
2018-02-27,price,869.2632438250,10709.3884310460,
2018-02-28,price,846.3652117960,10346.6649310350,
2018-03-01,price,855.6787797310,10859.5521943890,
2018-03-02,price,850.4429895810,11098.0758092510,
2018-03-03,price,844.2552535180,11356.0416016720,
2018-03-04,price,843.7565763100,11286.6762891690,
2018-03-05,price,840.1509954640,11526.4209302910,
2018-03-06,price,808.4491332250,10727.7162492050,
2018-03-07,price,752.5931712470,9999.6824860470,
2018-03-08,price,699.1898984870,9420.8548895860,
2018-03-09,price,710.8916532670,9276.3375903100,
2018-03-10,price,684.9343400740,8890.8658039960,
2018-03-11,price,713.1953300020,9512.4561128610,
2018-03-12,price,695.3142030220,9232.7058798000,
2018-03-13,price,684.6415843660,9216.5309762680,
2018-03-14,price,608.3931488500,8307.2233862660,
2018-03-15,price,612.4435397200,8359.3652833410,
2018-03-16,price,607.8794874790,8520.0081591720,
2018-03-17,price,560.1094330840,8063.4097921230,
2018-03-18,price,538.6905900540,8217.8421999610,
2018-03-19,price,555.0775482370,8640.5214302430,
2018-03-20,price,554.2098259830,8926.8204962000,
2018-03-21,price,561.1465342250,8970.3179062790,
2018-03-22,price,537.7059724380,8736.3857690980,
2018-03-23,price,538.1090291630,8824.5928317790,
2018-03-24,price,519.4855998400,8621.1507922580,
2018-03-25,price,519.3780445920,8478.6381955890,
2018-03-26,price,487.5396120550,8186.1960628140,
2018-03-27,price,449.0522524920,7836.7630442530,
2018-03-28,price,443.9491009580,7930.7795409280,
2018-03-29,price,385.3270956690,7126.8951925670,
2018-03-30,price,395.3262632910,6897.2685778690,
2018-03-31,price,395.7963809580,6975.2753140210,
2018-04-01,price,379.1235134110,6836.5723272970,
2018-04-02,price,384.8259822880,7080.4172323130,
2018-04-03,price,415.7162339700,7464.3560940670,
2018-04-04,price,380.2819595910,6845.3159782690,
2018-04-05,price,384.4644854460,6855.4223046070,
2018-04-06,price,369.9138976690,6628.7544558560,
2018-04-07,price,383.4463608830,6884.4772350600,
2018-04-08,price,396.9817555070,6984.8089659740,
2018-04-09,price,398.7733550210,6778.4915700770,
2018-04-10,price,412.6893456270,6829.3165037950,
2018-04-11,price,427.3849460080,6925.1019954770,
2018-04-12,price,488.6054893440,7836.3969939990,
2018-04-13,price,488.9921812670,7845.7528401060,
2018-04-14,price,495.1129136320,7897.7199308580,
2018-04-15,price,525.5274445400,8258.0670836980,
2018-04-16,price,507.1103130960,8030.9992619530,
2018-04-17,price,498.4670076500,7873.6355101030,
2018-04-18,price,517.3740431960,8097.4182331030,
2018-04-19,price,566.3920838510,8277.4606391630,
2018-04-20,price,590.2719224680,8499.4500087150,
2018-04-21,price,600.2596767730,8878.4282602970,
2018-04-22,price,617.2024078860,8769.0119994730,
2018-04-23,price,636.3671638970,8881.3917043450,
2018-04-24,price,705.0276448440,9716.4897573310,
2018-04-25,price,613.7267252910,8825.2025000690,
2018-04-26,price,657.0577934850,9221.8680261840,
2018-04-27,price,641.9936056230,8940.3811220070,
2018-04-28,price,672.5969368270,9249.6595250890,
2018-04-29,price,680.1204953890,9325.6288510470,
2018-04-30,price,662.7327358370,9198.1895099730,
2018-05-01,price,665.2257861410,9024.3875117770,
2018-05-02,price,676.5525639390,9122.6530138300,
2018-05-03,price,781.4257804750,9551.1351838160,
2018-05-04,price,777.9076470180,9634.5382259720,
2018-05-05,price,807.0673291640,9766.2444854890,
2018-05-06,price,785.8927435110,9583.8717455010,
2018-05-07,price,748.8131413940,9308.2650257220,
2018-05-08,price,744.3248257190,9149.5178331470,
2018-05-09,price,743.6398157400,9248.9603955840,
2018-05-10,price,717.4128743630,8969.9403757430,
2018-05-11,price,675.2917525020,8405.5605632420,
2018-05-12,price,683.1702676130,8480.5803761260,
2018-05-13,price,726.8719105260,8683.9862031430,
2018-05-14,price,727.8026816430,8696.9740038730,
2018-05-15,price,703.1556814580,8473.3486490540,
2018-05-16,price,702.4531187050,8343.1252216950,
2018-05-17,price,665.6275313370,8056.0531923750,
2018-05-18,price,686.2132687260,8202.8254095520,
2018-05-19,price,685.8467539790,8180.6270099140,
2018-05-20,price,703.8146666490,8443.2602459150,
2018-05-21,price,688.9132212300,8354.9963359170,
2018-05-22,price,641.1003511420,8009.2995067830,
2018-05-23,price,581.2411880570,7556.3160429210,
2018-05-24,price,597.8487718670,7563.4354654430,
2018-05-25,price,582.2793862830,7472.0226017490,
2018-05-26,price,580.4834597870,7328.8716743640,
2018-05-27,price,565.9260648020,7326.6439401790,
2018-05-28,price,511.6158804110,7111.0689246700,
2018-05-29,price,561.7406614510,7451.2308372650,
2018-05-30,price,555.3491509790,7380.8515577100,
2018-05-31,price,571.7271134990,7460.1669498660,
2018-06-01,price,573.8335504840,7487.0763045380,
2018-06-02,price,583.1316392150,7567.5129376190,
2018-06-03,price,609.2946747340,7639.8794456830,
2018-06-04,price,586.5759760470,7463.6549955450,
2018-06-05,price,600.6782790390,7569.0113398850,
2018-06-06,price,598.2160984640,7605.5784886080,
2018-06-07,price,595.1261406730,7613.7773933780,
2018-06-08,price,590.4981451660,7561.1661005250,
2018-06-09,price,581.1212496800,7415.0013785890,
2018-06-10,price,522.9980386710,6767.4994845490,
2018-06-11,price,529.1308297530,6880.1336487560,
2018-06-12,price,495.0763558610,6581.8280752280,
2018-06-13,price,474.8591130360,6334.0989064260,
2018-06-14,price,516.6441703710,6644.7206797380,
2018-06-15,price,485.4328365160,6406.8070495100,
2018-06-16,price,493.0678580650,6478.8159243300,
2018-06-17,price,491.4002759790,6418.8500018870,
2018-06-18,price,512.4288524670,6677.5334029120,
2018-06-19,price,532.0039133610,6708.6818202750,
2018-06-20,price,529.7630465690,6714.3754612300,
2018-06-21,price,520.6671645140,6690.8321516080,
2018-06-22,price,463.9408286520,6088.5794423910,
2018-06-23,price,472.9772647620,6169.4372638620,
2018-06-24,price,455.7184306310,6159.7071937940,
2018-06-25,price,458.9258012410,6241.8487117050,
2018-06-26,price,430.6017844100,6069.8726061660,
2018-06-27,price,437.8765374730,6117.0364096230,
2018-06-28,price,420.8621241640,5879.9889744060,
