date,metric,ETH,BTC,USDC
2023-07-21,price,1891.4724028270,29914.6827283590,0.9995963136
2023-07-22,price,1858.3111958080,29710.1559359920,0.9997061354
2023-07-23,price,1887.8269808570,30057.9567187150,0.9995485675
2023-07-24,price,1850.4311505880,29184.9019130580,1.0001617400
2023-07-25,price,1857.5965927470,29222.9746303840,1.0016151710
2023-07-26,price,1871.5331057110,29363.6729079790,1.0005417580
2023-07-27,price,1858.7770213810,29200.2440012910,0.9999574050
2023-07-28,price,1874.6939950760,29314.0973870980,0.9999039282
2023-07-29,price,1880.9180765300,29356.7477459170,0.9994957279
2023-07-30,price,1861.8699097930,29277.7558102730,1.0001022500
2023-07-31,price,1857.2761957630,29233.1363655800,1.0000060960
2023-08-01,price,1869.7451086680,29537.1097469270,1.0025433680
2023-08-02,price,1838.0119518760,29146.6362708440,0.9997381160
2023-08-03,price,1835.7013026750,29176.1505965850,0.9996285235
2023-08-04,price,1828.4611937760,29087.9380860080,1.0004248540
2023-08-05,price,1835.0705778420,29046.8004570230,0.9998442770
2023-08-06,price,1826.7067792700,29044.2043755780,0.9998135185
2023-08-07,price,1826.9334855730,29178.1477518730,1.0000726720
2023-08-08,price,1856.8441445120,29779.5616712510,1.0000848070
2023-08-09,price,1855.8907273270,29585.4880773790,1.0000019540
2023-08-10,price,1850.8769886990,29423.8189159780,0.9998613919
2023-08-11,price,1847.5418351140,29396.8479714200,1.0002693800
2023-08-12,price,1848.5052386560,29412.1422745840,0.9998800710
2023-08-13,price,1839.5128095420,29284.9697137440,0.9999806676
2023-08-14,price,1843.5133910050,29400.5868041910,0.9996884425
2023-08-15,price,1826.9131281590,29170.4903970610,0.9999747939
2023-08-16,price,1809.4604742640,28754.1970211130,1.0009391720
2023-08-17,price,1675.8621709460,26501.5872699200,0.9955224753
2023-08-18,price,1660.6791095300,26042.8382568490,0.9996580398
2023-08-19,price,1669.2334548080,26104.7786307980,1.0005043920
2023-08-20,price,1682.4618251410,26160.7004198180,0.9992927634
2023-08-21,price,1666.8404654990,26119.0059585950,0.9993169869
2023-08-22,price,1635.1912941370,26033.6754065860,0.9997954999
2023-08-23,price,1679.1239934920,26450.0086246140,1.0002905630
2023-08-24,price,1658.3996538850,26134.9342545160,0.9989972490
2023-08-25,price,1653.4293196570,26044.0362092890,1.0003831200
2023-08-26,price,1645.9049996790,26002.0157173190,1.0000317240
2023-08-27,price,1656.9310584770,26082.7171782190,0.9998586387
2023-08-28,price,1653.1985661610,26109.2698239290,1.0002059780
2023-08-29,price,1730.1902578760,27730.5037355060,0.9997598318
2023-08-30,price,1705.1081032260,27297.2614384800,0.9997635543
2023-08-31,price,1645.1815254170,25927.4170057790,0.9992464276
2023-09-01,price,1630.6058905000,25812.3304944250,1.0014391980
2023-09-02,price,1636.1621989560,25853.6568427780,0.9998866598
2023-09-03,price,1635.4030431130,25959.5963114630,0.9997703722
2023-09-04,price,1630.6275466680,25829.3647729410,1.0001911300
2023-09-05,price,1633.0770038570,25784.4135198300,0.9997590747
2023-09-06,price,1632.9024163460,25752.9584185890,0.9997284688
2023-09-07,price,1646.3050827280,26192.3334330910,1.0006394470
2023-09-08,price,1636.3542585930,25907.2281372500,1.0001697200
2023-09-09,price,1634.4459462940,25889.3250094630,0.9997848582
2023-09-10,price,1617.4861795850,25834.5800985630,0.9997429486
2023-09-11,price,1549.8934231590,25133.3031065670,1.0002394050
2023-09-12,price,1594.9745013940,25866.8066631580,1.0003990880
2023-09-13,price,1607.7366970400,26223.4360756610,0.9999439639
2023-09-14,price,1626.4363406870,26531.3955662630,1.0001251730
2023-09-15,price,1641.9347582840,26634.6310250010,0.9991243382
2023-09-16,price,1634.4198849990,26557.7686919950,0.9995733989
2023-09-17,price,1622.4787770580,26520.9882547840,1.0002672250
2023-09-18,price,1636.6346089910,26741.4611109490,0.9995272349
2023-09-19,price,1643.6984182570,27219.2968746340,0.9996959286
2023-09-20,price,1621.5329552920,27115.8464469710,0.9994212916
2023-09-21,price,1583.8242470070,26561.1334541990,0.9995869984
2023-09-22,price,1593.4701535500,26572.0381115530,0.9999509119
2023-09-23,price,1593.1799744360,26573.9234797300,0.9997797346
2023-09-24,price,1580.4777945860,26249.5628978450,0.9997325816
2023-09-25,price,1588.4711834400,26298.6346782810,0.9999920765
2023-09-26,price,1592.4861256190,26204.7575908360,0.9996083661
2023-09-27,price,1597.4168102610,26350.1468954280,1.0002003580
2023-09-28,price,1652.1963965350,27009.0137507250,0.9995857317
2023-09-29,price,1667.9888487710,26917.1991016380,0.9999651346
2023-09-30,price,1670.9989557570,26969.8761440730,1.0000615860
2023-10-01,price,1733.8180349160,27967.5105790870,1.0007804950
2023-10-02,price,1665.2764251110,27615.0648850950,1.0007268070
2023-10-03,price,1656.3220030720,27439.1219467050,0.9999000605
2023-10-04,price,1648.1933725280,27792.1112772490,0.9997599500
2023-10-05,price,1612.9948892470,27435.8746151350,1.0003971330
2023-10-06,price,1646.3934022930,27958.1964373500,1.0001614860
2023-10-07,price,1635.0828552490,27977.5434907000,1.0001890460
2023-10-08,price,1634.2216551480,27948.1036517490,1.0002872420
2023-10-09,price,1580.1777604850,27593.7825344400,1.0000130610
2023-10-10,price,1567.4582264890,27392.2477027320,0.9998080429
2023-10-11,price,1564.9162030440,26842.1904390920,1.0000855500
2023-10-12,price,1536.8128047080,26729.1372058150,0.9994049030
2023-10-13,price,1550.9668729960,26841.1362206440,1.0000586080
2023-10-14,price,1555.4562079340,26863.1835690800,1.0001114730
2023-10-15,price,1557.7608092480,27150.2970014070,1.0000280810
2023-10-16,price,1601.2321896430,28513.3099324770,0.9997264384
2023-10-17,price,1565.0605877240,28417.7217517000,0.9998202965
2023-10-18,price,1564.0711872020,28328.2451981350,0.9999613093
2023-10-19,price,1568.3746833450,28715.7481424080,1.0012275780
2023-10-20,price,1603.9099355970,29677.3928884760,0.9988681309
2023-10-21,price,1629.2955293420,29920.0744926510,1.0009264600
2023-10-22,price,1664.5706380940,30019.3805008640,1.0006242730
2023-10-23,price,1764.9303085800,32953.2627608310,1.0003716970
2023-10-24,price,1784.7734109890,33846.7242573320,1.0007706650
2023-10-25,price,1785.5551490970,34471.9860316720,1.0000446060
2023-10-26,price,1804.1617691380,34174.4515529130,1.0003463250
2023-10-27,price,1780.5704118620,33899.0930564400,0.9998499501
2023-10-28,price,1776.3535658350,34092.6309328390,1.0000840180
2023-10-29,price,1798.1654135460,34556.2428147620,1.0023905110
2023-10-30,price,1809.6393013450,34498.7039194640,1.0000805460
2023-10-31,price,1816.8031489300,34672.2892841880,1.0003755950
2023-11-01,price,1846.4822305130,35457.4549121060,1.0002844520
2023-11-02,price,1800.9071798810,34924.0554504430,1.0008769370
2023-11-03,price,1834.1730567060,34731.3813689680,1.0000052460
2023-11-04,price,1855.4543852760,35048.4078349010,1.0001442880
2023-11-05,price,1895.9380660070,35061.9287491960,0.9993934252
2023-11-06,price,1898.5182255840,35031.2688820870,0.9997702862
2023-11-07,price,1887.3153218430,35436.5376295800,1.0005108870
2023-11-08,price,1891.4917791370,35795.0806307100,1.0001828330
2023-11-09,price,2128.6095039440,36768.4208191270,1.0009041890
2023-11-10,price,2078.8534663040,37344.2490007200,0.9997515805
2023-11-11,price,2052.9945860640,37122.7228243070,1.0004496680
2023-11-12,price,2046.0870799740,37067.6969821200,0.9998085947
2023-11-13,price,2060.5328561360,36549.1620482980,1.0001507520
2023-11-14,price,1980.5154306250,35545.2014334540,0.9994708069
2023-11-15,price,2061.6355322530,37903.6624516630,1.0013779830
2023-11-16,price,1962.2438395900,36201.5161114610,1.0004150410
2023-11-17,price,1956.5174321170,36527.7602253070,0.9995026044
2023-11-18,price,1962.6305661100,36582.3684419230,1.0002677520
2023-11-19,price,2011.1267210640,37413.9946079050,0.9991151702
2023-11-20,price,2022.3881475370,37489.2984708020,0.9996846571
2023-11-21,price,1940.4448103650,35965.3603606810,1.0005785180
2023-11-22,price,2065.9414413100,37464.8329322090,1.0001847060
2023-11-23,price,2062.2695518580,37293.3161274270,1.0001365720
2023-11-24,price,2080.8517575180,37738.9316974710,1.0002753610
2023-11-25,price,2085.4266215400,37809.8528662530,1.0006424720
2023-11-26,price,2064.0742181660,37491.8381860080,0.9997836927
2023-11-27,price,2030.0005058120,37250.1690514810,1.0006999720
2023-11-28,price,2048.5352566530,37802.2360437750,0.9997474433
2023-11-29,price,2025.9373276990,37810.3464165410,0.9994187676
2023-11-30,price,2051.7567179450,37711.8183758530,1.0000481250
2023-12-01,price,2085.7123613210,38688.2587417910,0.9997976265
2023-12-02,price,2165.2978809510,39481.6664160630,1.0002507280
2023-12-03,price,2190.7040403700,39960.2754204110,0.9991584655
2023-12-04,price,2242.9615426770,41974.3317725430,1.0006126840
2023-12-05,price,2294.0951698530,44105.9447725990,1.0001433420
2023-12-06,price,2232.0254402100,43788.2888082520,0.9994728138
2023-12-07,price,2354.3869309460,43270.1195597070,0.9998510069
2023-12-08,price,2359.8890564830,44202.1761094360,1.0005210180
2023-12-09,price,2341.0724811520,43745.4919918950,1.0008180200
2023-12-10,price,2352.0987284890,43757.9599376190,1.0002616610
2023-12-11,price,2222.3468384000,41200.9627261020,1.0008410350
2023-12-12,price,2200.3337161810,41450.8193873770,0.9995065657
2023-12-13,price,2260.8823525750,42931.7618260320,1.0005081110
2023-12-14,price,2317.4650743740,43009.5954563740,1.0003180070
2023-12-15,price,2219.9516178760,41992.0141872240,0.9999729581
2023-12-16,price,2227.9364471350,42247.0678817220,1.0008714030
2023-12-17,price,2199.5401211880,41410.8196345760,1.0005002750
2023-12-18,price,2216.9290135630,42684.1825546830,1.0004072110
2023-12-19,price,2176.8394126570,42250.2061827980,1.0004758670
2023-12-20,price,2198.4214044610,43634.1241684960,1.0000073460
2023-12-21,price,2236.1869617530,43849.6995993960,1.0004979570
2023-12-22,price,2327.0489627120,44003.6960216440,1.0001364500
2023-12-23,price,2310.9556629980,43752.0308847840,0.9997692560
2023-12-24,price,2264.9111436720,43034.9710630920,0.9990546505
2023-12-25,price,2273.6326121150,43638.2363022010,1.0005113680
2023-12-26,price,2230.8761843960,42516.4269402830,1.0007601810
2023-12-27,price,2376.7712492840,43418.4677750430,0.9998082328
2023-12-28,price,2345.2607087450,42600.6506331560,0.9985208569
2023-12-29,price,2299.5262072750,42074.7071561880,1.0010015390
2023-12-30,price,2294.3440063450,42220.6114012140,1.0002495270
2023-12-31,price,2279.9410085690,42208.2021761860,0.9992620396
2024-01-01,price,2350.0262860090,44168.6811868750,1.0012612830
2024-01-02,price,2360.7821195890,44994.6738868920,1.0021169090
2024-01-03,price,2211.1708278640,42821.5589891580,1.0004305340
2024-01-04,price,2270.9774393340,44195.5785621000,0.9998655897
2024-01-05,price,2267.0870354850,44113.6997338910,1.0005051230
2024-01-06,price,2241.5108270040,43956.1207172020,1.0006983920
2024-01-07,price,2220.1515616890,43883.7438790520,1.0020608540
2024-01-08,price,2331.6603294360,46936.1855612180,0.9998664097
2024-01-09,price,2341.1606242640,46105.9460782870,0.9997251761
2024-01-10,price,2588.7691639190,46632.3131480500,1.0003198800
2024-01-11,price,2618.3298618960,46314.3555416030,0.9992790787
2024-01-12,price,2524.5016938910,42893.9296055050,1.0020603540
2024-01-13,price,2575.9247354330,42848.4745164070,1.0005078610
2024-01-14,price,2477.9374784310,41800.9328219340,1.0002384180
2024-01-15,price,2515.3199803940,42587.3360383540,1.0007582190
2024-01-16,price,2589.4826316300,43148.0016434270,0.9998900766
2024-01-17,price,2528.3287854520,42713.8591869390,1.0002225110
2024-01-18,price,2467.3289785140,41261.3947980100,1.0000929530
2024-01-19,price,2489.6180646530,41600.9409325450,0.9998423822
2024-01-20,price,2470.2636151040,41626.1071100370,0.9988183016
2024-01-21,price,2454.9095433400,41541.8994570630,1.0003183830
2024-01-22,price,2307.5870034990,39504.7300575840,0.9981481366
2024-01-23,price,2241.9427761550,39833.4541050170,1.0017963960
2024-01-24,price,2236.7393130970,40123.6710584710,1.0004015030
2024-01-25,price,2219.6145274460,39938.2864415590,1.0009794080
2024-01-26,price,2268.8707315070,41862.9356109400,1.0003695850
2024-01-27,price,2267.9078517530,42119.6104946430,0.9997236384
2024-01-28,price,2257.0544646460,42026.5785623210,1.0003065400
2024-01-29,price,2314.5947275300,43267.6092763880,1.0001217630
2024-01-30,price,2344.0014000200,42892.0345301440,1.0013591080
2024-01-31,price,2282.4858670160,42583.2635466340,0.9994576418
2024-02-01,price,2301.7372993090,43069.0434209370,1.0002545930
2024-02-02,price,2307.4329984830,43170.6585616000,1.0004504410
2024-02-03,price,2294.7159248040,42976.8482999080,1.0001295030
2024-02-04,price,2290.0844928770,42599.3599705600,1.0003949100
2024-02-05,price,2298.6699066740,42648.4569211350,1.0004485730
2024-02-06,price,2372.7608787350,43087.7874081430,0.9999701274
2024-02-07,price,2424.0730404650,44247.4154154790,0.9999322433
2024-02-08,price,2420.9685614790,45338.2711897890,0.9996890555
2024-02-09,price,2487.8508971970,47143.2429910710,0.9997451967
2024-02-10,price,2499.4921841560,47768.9952512480,0.9997631135
2024-02-11,price,2505.0768084540,48189.8817930400,1.0002801640
2024-02-12,price,2657.9904079770,50050.1360945640,0.9997098337
2024-02-13,price,2641.5360974920,49732.1453695540,1.0017243680
2024-02-14,price,2780.3729749070,51790.1692975260,0.9987759236
2024-02-15,price,2826.8214758550,51958.2302910550,0.9996929888
2024-02-16,price,2807.3717030540,52166.4343097620,0.9995170267
2024-02-17,price,2788.5613325000,51684.5174926450,0.9992012166
2024-02-18,price,2874.9452760400,52138.4857887370,1.0005650170
2024-02-19,price,2943.7230847780,51764.3131854880,0.9996163729
2024-02-20,price,3015.4389520620,52286.7937255470,1.0008645630
2024-02-21,price,2977.0820166830,51842.7567662560,1.0008519780
2024-02-22,price,2974.1315861320,51319.5001257030,1.0005908060
2024-02-23,price,2926.2859129060,50841.0810947710,1.0000181460
2024-02-24,price,2988.3173840640,51553.0967128310,0.9993245954
2024-02-25,price,3113.4082982880,51751.8840549350,0.9998492885
2024-02-26,price,3173.6299468370,54478.1910831230,0.9991893791
2024-02-27,price,3242.0476538220,57003.5267373080,1.0002735450
2024-02-28,price,3380.8039555420,62558.5820241930,1.0007951410
2024-02-29,price,3347.6904724230,61298.2168611020,0.9988556323
2024-03-01,price,3431.7519977200,62426.6405291920,0.9985444992
2024-03-02,price,3421.8921469240,62067.8668021220,1.0000099050
2024-03-03,price,3487.1909318670,63053.1054390640,1.0006928980
2024-03-04,price,3634.3110675570,68186.6459343220,1.0014115040
2024-03-05,price,3581.5348849090,64291.5365575690,1.0028504600
2024-03-06,price,3822.3658181560,66145.9192785080,1.0004843900
2024-03-07,price,3861.9009990140,66944.8763905360,0.9987762671
2024-03-08,price,3893.6138841970,68315.2519207830,1.0006847720
2024-03-09,price,3916.0411876990,68508.0039626160,1.0003208090
2024-03-10,price,3887.4731047330,69075.6668819570,1.0009186590
2024-03-11,price,4070.6040749870,72130.5530076570,0.9993823826
2024-03-12,price,3978.6857713780,71467.1735032610,1.0008573830
2024-03-13,price,4007.9121260760,73097.7670269410,1.0006686460
2024-03-14,price,3879.0383666430,71420.0318014230,0.9991564751
2024-03-15,price,3738.3811844620,69497.7631929460,0.9990936664
2024-03-16,price,3514.2224721780,65292.3132933130,0.9984746008
2024-03-17,price,3643.2803473800,68425.4156564310,1.0005927170
2024-03-18,price,3525.8936406700,67708.9436093080,0.9991002743
2024-03-19,price,3171.2938366400,62132.5173787340,0.9977078291
2024-03-20,price,3515.6884318550,67819.0557068400,1.0003526190
2024-03-21,price,3493.4304387800,65535.9784484770,1.0011099430
2024-03-22,price,3322.8912773200,63509.0449652310,1.0004411740
2024-03-23,price,3353.3712415380,64285.8027910220,0.9990664661
2024-03-24,price,3454.2570713900,67310.9832681010,0.9999453523
2024-03-25,price,3588.4934021890,69938.9453020020,1.0005787910
2024-03-26,price,3591.5485279030,70082.0512247600,0.9999675459
2024-03-27,price,3505.2181161830,69435.7504030520,1.0026301430
2024-03-28,price,3560.2615114680,70710.1953486330,0.9990718249
2024-03-29,price,3516.0960576280,69919.0554614860,0.9998857913
2024-03-30,price,3507.6606559470,69702.3087473570,1.0002608620
2024-03-31,price,3644.7675987850,71246.9514406010,0.9998785323
2024-04-01,price,3508.2477201090,69785.9250380240,0.9996058888
2024-04-02,price,3274.9012035440,65440.4192258720,0.9993357133
2024-04-03,price,3316.6829546780,66123.9385390740,0.9997542197
2024-04-04,price,3332.0898366160,68542.1771527950,1.0010059880
2024-04-05,price,3320.2815889830,67978.6102340850,0.9988939921
2024-04-06,price,3362.8389075030,69000.6499164780,0.9979720314
2024-04-07,price,3453.4361261790,69401.9736091100,0.9998282684
2024-04-08,price,3695.2393911420,71624.1848623700,0.9994821030
2024-04-09,price,3503.6535996840,69158.6438120770,1.0008344970
2024-04-10,price,3539.7630640650,70527.8899757900,0.9995698086
2024-04-11,price,3508.5784984490,70106.6641307090,1.0009584220
2024-04-12,price,3245.5005926980,67252.1050422660,1.0013015380
2024-04-13,price,3022.0057852480,64404.8254890740,0.9989590434
2024-04-14,price,3157.6837658280,65752.6600472890,1.0003755220
2024-04-15,price,3101.1907356750,63430.5714573680,1.0007005570
2024-04-16,price,3083.7060147660,63720.5015874810,0.9997843112
2024-04-17,price,2982.6157347100,61328.8979886070,1.0000446110
2024-04-18,price,3064.9115922290,63461.5926951070,0.9998295543
2024-04-19,price,3065.6825615660,63988.8184717860,1.0007529880
2024-04-20,price,3152.1915066520,64894.4186910920,0.9998126533
2024-04-21,price,3147.1377542990,64936.4207567740,0.9997240622
2024-04-22,price,3199.7695898940,66841.6668520740,0.9997237362
2024-04-23,price,3218.9672686430,66406.9524439270,1.0000677160
2024-04-24,price,3138.8143570090,64279.5181285750,1.0005765950
2024-04-25,price,3157.6193174820,64486.1833591590,0.9999477833
2024-04-26,price,3131.4192197400,63802.3300492590,0.9999688069
2024-04-27,price,3259.2522227650,63517.2487434100,1.0003236780
2024-04-28,price,3259.5034042560,63030.4336166820,1.0000272080
2024-04-29,price,3213.6890004950,63797.6796359000,0.9994803709
2024-04-30,price,3018.5496358780,60749.4720921640,1.0000216470
2024-05-01,price,2976.0902075160,58297.5740753250,0.9995970736
2024-05-02,price,2988.5486490450,59135.1733607730,0.9999880405
2024-05-03,price,3102.1512923660,62839.3407356940,0.9995146275
2024-05-04,price,3115.0233215730,63820.4519029250,0.9996843703
2024-05-05,price,3136.5751103900,64010.0086521090,1.0001045520
2024-05-06,price,3064.5913995600,63172.4812955130,0.9997641074
2024-05-07,price,3015.1597696170,62363.0571917190,0.9996620071
2024-05-08,price,2975.7269660650,61215.5040087920,1.0003964010
2024-05-09,price,3038.3447046670,63148.5999430970,1.0009659470
2024-05-10,price,2910.6845000170,60888.2167495720,0.9999613046
2024-05-11,price,2908.9827849030,60776.9720791720,0.9999009831
2024-05-12,price,2931.3106669140,61507.0540041210,1.0001531740
2024-05-13,price,2948.3034552660,62878.7833007290,1.0001331680
2024-05-14,price,2881.7959916150,61569.1130057730,0.9999769502
2024-05-15,price,3035.7589551260,66220.5183143280,0.9995972442
2024-05-16,price,2943.5851283840,65260.8798033460,0.9997059265
2024-05-17,price,3095.9968442930,67053.1232650960,1.0009154680
2024-05-18,price,3120.5493782540,66912.6186140370,0.9992520821
2024-05-19,price,3071.3244180940,66252.7125959160,0.9999697955
2024-05-20,price,3656.3900902990,71430.2970021510,1.0001666050
2024-05-21,price,3792.4862202120,70189.8358177000,0.9997352955
2024-05-22,price,3741.8977405610,69181.2008567780,1.0002443680
2024-05-23,price,3766.3980913420,67906.4653427610,1.0004499000
2024-05-24,price,3727.0659815830,68539.9164655300,0.9997866334
2024-05-25,price,3750.0771593900,69268.4455897380,1.0000476940
2024-05-26,price,3825.2779575780,68508.8311087570,1.0002005450
2024-05-27,price,3893.3921058940,69367.2387175570,1.0001759740
2024-05-28,price,3840.6888604000,68316.6358804960,0.9997798026
2024-05-29,price,3765.3025567780,67577.2655899600,0.9999540243
2024-05-30,price,3748.6391523330,68372.4928843410,1.0000252950
2024-05-31,price,3761.0692456480,67474.9548369840,1.0000727590
2024-06-01,price,3813.4524415600,67704.3264181150,1.0000752100
2024-06-02,price,3780.7119847350,67740.0169022250,0.9996041623
2024-06-03,price,3766.6376499410,68808.2936859050,1.0001677220
2024-06-04,price,3814.9320301460,70600.0111667610,1.0002330390
2024-06-05,price,3871.0820906220,71184.5994305920,1.0003223000
2024-06-06,price,3812.7018565490,70759.5881930140,0.9999327631
2024-06-07,price,3679.3766523740,69325.3623884720,0.9999853411
2024-06-08,price,3683.0253801350,69315.1041233970,1.0000120520
2024-06-09,price,3705.8998844050,69654.1607376040,1.0000735520
2024-06-10,price,3666.8276647260,69493.1776091570,1.0002268240
2024-06-11,price,3498.5559542220,67329.1523272430,0.9998926789
2024-06-12,price,3559.4475336260,68224.5196750200,0.9999272970
2024-06-13,price,3465.3165841990,66700.3169656440,0.9991055709
2024-06-14,price,3478.7748349890,66011.0787371370,0.9999046452
2024-06-15,price,3565.1232591860,66190.4874891130,1.0000088350
2024-06-16,price,3618.5086529760,66615.5378213180,0.9998019070
2024-06-17,price,3510.3586935290,66460.3889791000,1.0002889640
2024-06-18,price,3480.4713384280,65109.3148121900,1.0003788640
2024-06-19,price,3555.9658395540,64907.0746076030,1.0002401550
2024-06-20,price,3511.2848281540,64844.6744179780,0.9994757338
2024-06-21,price,3516.8809800050,64071.6242847100,1.0000289450
2024-06-22,price,3494.7985621730,64239.9034881310,0.9999065907
2024-06-23,price,3417.7971372980,63221.3573843750,0.9993831752
2024-06-24,price,3357.1006400730,60363.2349752960,1.0003511060
2024-06-25,price,3395.3046873400,61770.4138700950,1.0002948090
2024-06-26,price,3365.9446697080,60749.8961940200,0.9997564041
2024-06-27,price,3442.9101581100,61562.6453255000,0.9998441729
2024-06-28,price,3374.6051303070,60317.0969794510,0.9998633594
2024-06-29,price,3371.2782279670,60864.4431619340,0.9996667615
2024-06-30,price,3435.3183276340,62734.3938394550,1.0000647020
2024-07-01,price,3438.0090790000,62819.8222692180,0.9998507188
2024-07-02,price,3417.8984255480,62042.5650371010,1.0000519110
2024-07-03,price,3295.8084644300,60244.6807643310,1.0001913130
2024-07-04,price,3069.0434008340,57189.1741240860,1.0001558640
2024-07-05,price,2984.3981024980,56739.8628510720,1.0002182160
2024-07-06,price,3066.2474379540,58230.4841542270,1.0002231360
2024-07-07,price,2928.6012310060,55880.3753776710,0.9992632457
2024-07-08,price,3016.0833537950,56665.1407335200,0.9998164529
2024-07-09,price,3064.0923605200,57988.3035120840,0.9997244322
2024-07-10,price,3099.7101861310,57704.2022844630,0.9997602657
2024-07-11,price,3102.0902302290,57388.1924791670,1.0006825240
2024-07-12,price,3132.9808386100,57899.2889574960,1.0001271780
2024-07-13,price,3173.5042341380,59152.7191388730,0.9995459387
2024-07-14,price,3252.6541847070,60942.3277399630,0.9996649425
2024-07-15,price,3488.5387580280,64835.4897332160,1.0005226180
2024-07-16,price,3446.7658893040,65162.2362523440,1.0000660080
2024-07-17,price,3389.4412870380,64136.3138436070,0.9992066183
2024-07-18,price,3428.5520187670,63959.5690080940,0.9997807743
2024-07-19,price,3505.2225363880,66689.5488073500,0.9998288086
2024-07-20,price,3522.8013028120,67206.0647061490,1.0000193310
2024-07-21,price,3533.1183495310,68088.1399632450,1.0007928290
2024-07-22,price,3443.0733508170,67607.7133991890,1.0000484870
2024-07-23,price,3482.9837705930,65942.4174652280,0.9999775978
2024-07-24,price,3336.3802530380,65403.5351302250,1.0002425010
2024-07-25,price,3173.7633983270,65749.9636196530,1.0003117340
2024-07-26,price,3278.1869575280,67920.2964857030,1.0002400700
2024-07-27,price,3254.6116725830,68055.4083896870,0.9998183124
2024-07-28,price,3272.8501306700,68242.2474440490,1.0002056970
2024-07-29,price,3316.9421887730,66770.3209184830,0.9989702579
2024-07-30,price,3276.9817795170,66219.0510248610,1.0000066790
2024-07-31,price,3233.0768048630,64679.7786470330,1.0002127730
2024-08-01,price,3204.2465237460,65357.5296076740,1.0002131320
2024-08-02,price,2983.3009766940,61407.2954739750,0.9996822537
2024-08-03,price,2906.7150241770,60738.7449250570,1.0003150810
2024-08-04,price,2682.4373928190,58006.2065866870,0.9974063695
2024-08-05,price,2415.6311394310,53956.2618415970,0.9981750485
2024-08-06,price,2455.5113766510,55959.8410739940,0.9996300991
2024-08-07,price,2341.5903460280,55099.9518114670,0.9999168928
2024-08-08,price,2685.0127506870,61859.0315990420,1.0007041050
2024-08-09,price,2602.1840712760,60912.5885333510,1.0015230930
2024-08-10,price,2608.0357436290,60887.7086164150,0.9999719463
2024-08-11,price,2558.7908707310,58804.2344999260,0.9998327049
2024-08-12,price,2726.7779885520,59350.0743327070,0.9999749317
2024-08-13,price,2703.5505587640,60601.2231778970,1.0004943540
2024-08-14,price,2662.7803950920,58739.1938223100,0.9998513434
2024-08-15,price,2569.8604812160,57624.1169285220,0.9999550078
2024-08-16,price,2592.2490062120,58881.9257915120,0.9995043523
2024-08-17,price,2613.1392614460,59430.7916344590,0.9999261819
2024-08-18,price,2614.6012806260,58438.2937426850,0.9982836930
2024-08-19,price,2640.5904207330,59574.9458129410,1.0008286490
2024-08-20,price,2575.6434355040,59060.1261007410,0.9996452610
2024-08-21,price,2630.2988017640,61144.6876286660,1.0000552110
2024-08-22,price,2623.2891713650,60387.5406232140,1.0000208970
2024-08-23,price,2763.2554073640,64049.6856155560,1.0003802100
2024-08-24,price,2767.8407335460,64157.1606134780,1.0008818390
2024-08-25,price,2745.1646716050,64265.8163127290,0.9993238872
2024-08-26,price,2683.0801154900,62922.5863467630,0.9994260436
2024-08-27,price,2457.2773517550,59526.5608795910,0.9995430618
2024-08-28,price,2527.0269814020,59015.2963388790,0.9993629253
2024-08-29,price,2526.7383553000,59351.5794909730,0.9996265671
2024-08-30,price,2527.6902049160,59156.2460364640,1.0000452690
2024-08-31,price,2513.3643501000,58960.2365866460,0.9999075691
2024-09-01,price,2430.0202661440,57357.7161728220,1.0003254980
2024-09-02,price,2534.9048168400,59108.7323586370,1.0000893350
2024-09-03,price,2437.1471557560,57504.5385862200,0.9985249238
2024-09-04,price,2448.3078578410,57987.8460141010,0.9999808607
2024-09-05,price,2367.7700509510,56132.4047320890,1.0000948040
2024-09-06,price,2223.7804283830,53923.3561107190,0.9998896049
2024-09-07,price,2272.6972849950,54150.9383589070,1.0000523630
2024-09-08,price,2296.4029520760,54792.4075576860,0.9994303821
2024-09-09,price,2359.5657668320,57049.1187511430,0.9993874340
2024-09-10,price,2389.4740111260,57624.1617833610,0.9998408733
2024-09-11,price,2342.9639236940,57381.7644450000,0.9995430457
2024-09-12,price,2362.3002381750,58106.9512298150,0.9995209013
2024-09-13,price,2445.0862103230,60620.6274729580,0.9999736104
2024-09-14,price,2418.0828083180,60003.2994008300,0.9999874802
2024-09-15,price,2322.6433317480,59214.8022680180,1.0003479270
2024-09-16,price,2295.1348386540,58211.1232312860,0.9993915989
2024-09-17,price,2341.0924132600,60317.0319794630,0.9999532308
2024-09-18,price,2361.9609921010,61440.4120849450,1.0013593510
2024-09-19,price,2465.2347833170,62966.5293191050,0.9998320340
2024-09-20,price,2557.6218555440,63128.2245407480,0.9999894140
2024-09-21,price,2614.5996047540,63403.4023492590,0.9999294019
2024-09-22,price,2582.8476837410,63582.5995692480,1.0001009660
2024-09-23,price,2647.9931622030,63327.0265445020,1.0001355900
2024-09-24,price,2653.8443453080,64334.1427487610,0.9999250936
2024-09-25,price,2578.5663595630,63151.8995940130,1.0006716690
2024-09-26,price,2630.9498370090,65130.7688402320,0.9999556186
2024-09-27,price,2698.1928212350,65791.0021254170,1.0004949010
2024-09-28,price,2680.2187020620,65934.1070944140,1.0003095390
